name,rating,genre,score,director,writer,star,runtime
Twin Town,Unrated,Comedy,6.8,Kevin Allen,Kevin Allen,Llyr Ifans,99
Twins,PG,Comedy,6.1,Ivan Reitman,William Davies,Arnold Schwarzenegger,107
Twisted,R,Crime,5.3,Philip Kaufman,Sarah Thorp,Ashley Judd,97
Twister,PG-13,Action,6.4,Jan de Bont,Michael Crichton,Helen Hunt,113
Two Can Play That Game,R,Comedy,6.2,Mark Brown,Mark Brown,Vivica A. Fox,90
"Two Days, One Night",PG-13,Drama,7.3,Jean-Pierre Dardenne,Jean-Pierre Dardenne,Marion Cotillard,95
Two Evil Eyes,R,Horror,6.1,Dario Argento,Edgar Allan Poe,Adrienne Barbeau,120
Two for the Money,R,Crime,6.3,D.J. Caruso,Dan Gilroy,Matthew McConaughey,122
Two Girls and a Guy,R,Comedy,5.5,James Toback,James Toback,Robert Downey Jr.,84
Two If by Sea,R,Comedy,5.2,Bill Bennett,Denis Leary,Sandra Bullock,96
Two Lovers,R,Drama,7,James Gray,James Gray,Joaquin Phoenix,110
Two Moon Junction,R,Drama,5.1,Zalman King,Zalman King,Sherilyn Fenn,104
Two Night Stand,R,Comedy,6.4,Max Nichols,Mark Hammer,Miles Teller,86
Two of a Kind,PG,Comedy,4.7,John Herzfeld,John Herzfeld,John Travolta,88
Two Weeks Notice,PG-13,Comedy,6.1,Marc Lawrence,Marc Lawrence,Sandra Bullock,101
Tyler Perry's Why Did I Get Married?,PG-13,Comedy,5.9,Tyler Perry,Tyler Perry,Tyler Perry,113
Tyrannosaur,Unrated,Drama,7.6,Paddy Considine,Paddy Considine,Peter Mullan,92
U Turn,R,Crime,6.7,Oliver Stone,John Ridley,Sean Penn,125
U.S. Marshals,PG-13,Action,6.6,Stuart Baird,Roy Huggins,Tommy Lee Jones,131
U-571,PG-13,Action,6.6,Jonathan Mostow,Jonathan Mostow,Matthew McConaughey,116
Udaan,Unrated,Drama,8.2,Vikramaditya Motwane,Vikramaditya Motwane,Rajat Barmecha,134
UglyDolls,PG,Animation,5,Kelly Asbury,Alison Peck,Kelly Clarkson,87
UHF,PG-13,Comedy,7,Jay Levey,'Weird Al' Yankovic,'Weird Al' Yankovic,97
Ulee's Gold,R,Drama,7,Victor Nunez,Victor Nunez,Peter Fonda,113
Ultraviolet,PG-13,Action,4.4,Kurt Wimmer,Kurt Wimmer,Milla Jovovich,88
Un Coeur en Hiver,Unrated,Drama,7.6,Claude Sautet,Claude Sautet,Daniel Auteuil,105
Unbreakable,PG-13,Drama,7.3,M. Night Shyamalan,M. Night Shyamalan,Bruce Willis,106
Unbroken,PG-13,Action,7.2,Angelina Jolie,Joel Coen,Jack O'Connell,137
Uncle Boonmee Who Can Recall His Past Lives,Unrated,Drama,6.7,Apichatpong Weerasethakul,Phra Sripariyattiweti,Thanapat Saisaymar,114
Uncle Buck,PG,Comedy,7,John Hughes,John Hughes,John Candy,100
Uncle Drew,PG-13,Comedy,5.8,Charles Stone III,Jay Longino,Kyrie Irving,103
Uncommon Valor,R,Action,6.4,Ted Kotcheff,Joe Gayton,Gene Hackman,105
Under Fire,R,Drama,7,Roger Spottiswoode,Ron Shelton,Nick Nolte,128
Under Siege,R,Action,6.5,Andrew Davis,J.F. Lawton,Steven Seagal,103
Under Siege 2: Dark Territory,R,Action,5.5,Geoff Murphy,Richard Hatem,Steven Seagal,100
Under Suspicion,R,Crime,6.5,Simon Moore,Simon Moore,Liam Neeson,99
Under Suspicion,R,Crime,6.5,Stephen Hopkins,John Wainwright,Morgan Freeman,110
Under the Cherry Moon,PG-13,Comedy,5,Prince,Becky Johnston,Prince,100
Under the Rainbow,PG,Comedy,5.4,Steve Rash,Fred Bauer,Chevy Chase,98
Under the Sand,Unrated,Drama,7.1,François Ozon,François Ozon,Charlotte Rampling,92
Under the Shadow,PG-13,Drama,6.9,Babak Anvari,Babak Anvari,Narges Rashidi,84
Under the Silver Lake,R,Crime,6.5,David Robert Mitchell,David Robert Mitchell,Andrew Garfield,139
Under the Skin,R,Drama,6.3,Jonathan Glazer,Walter Campbell,Scarlett Johansson,108
Under the Tuscan Sun,PG-13,Comedy,6.8,Audrey Wells,Frances Mayes,Diane Lane,113
Under the Volcano,R,Drama,7,John Huston,Malcolm Lowry,Albert Finney,112
Undercover Blues,PG-13,Comedy,6.1,Herbert Ross,Ian Abrams,Kathleen Turner,90
Undercover Brother,PG-13,Action,5.9,Malcolm D. Lee,John Ridley,Eddie Griffin,86
Underdog,PG,Action,4.8,Frederik Du Chau,Adam Rifkin,Peter Dinklage,84
Underground,Unrated,Comedy,8.1,Emir Kusturica,Dusan Kovacevic,Predrag 'Miki' Manojlovic,167
Undertow,R,Drama,6.6,David Gordon Green,Lingard Jervey,Jamie Bell,108
Underworld,R,Action,7,Len Wiseman,Kevin Grevioux,Kate Beckinsale,121
Underworld: Awakening,R,Action,6.3,Måns Mårlind,Len Wiseman,Kate Beckinsale,88
Underworld: Blood Wars,R,Action,5.8,Anna Foerster,Cory Goodman,Kate Beckinsale,91
Underworld: Evolution,R,Action,6.7,Len Wiseman,Danny McBride,Kate Beckinsale,106
Underworld: Rise of the Lycans,R,Action,6.6,Patrick Tatopoulos,Danny McBride,Rhona Mitra,92
Undisputed,R,Action,6.2,Walter Hill,David Giler,Wesley Snipes,94
Unfaithful,R,Drama,6.7,Adrian Lyne,Claude Chabrol,Richard Gere,124
Unfaithfully Yours,PG,Comedy,6,Howard Zieff,Preston Sturges,Dudley Moore,96
Unfinished Business,R,Comedy,5.4,Ken Scott,Steve Conrad,Vince Vaughn,91
Unfinished Song,PG-13,Comedy,7,Paul Andrew Williams,Paul Andrew Williams,Terence Stamp,90
Unforgettable,R,Drama,6,John Dahl,Bill Geddie,Ray Liotta,117
Unforgettable,R,Drama,5.1,Denise Di Novi,Christina Hodson,Rosario Dawson,100
Unforgiven,R,Drama,8.2,Clint Eastwood,David Webb Peoples,Clint Eastwood,130
Unfriended,R,Horror,5.5,Levan Gabriadze,Nelson Greaves,Heather Sossaman,83
Unfriended: Dark Web,R,Horror,6,Stephen Susco,Stephen Susco,Colin Woodell,92
United 93,R,Action,7.6,Paul Greengrass,Paul Greengrass,David Alan Basche,111
Universal Soldier,R,Action,6,Roland Emmerich,Richard Rothstein,Jean-Claude Van Damme,102
Universal Soldier: Day of Reckoning,R,Action,5,John Hyams,John Hyams,Jean-Claude Van Damme,114
Universal Soldier: the Return,R,Action,4.2,Mic Rodgers,Richard Rothstein,Jean-Claude Van Damme,83
Unknown,PG-13,Action,6.8,Jaume Collet-Serra,Oliver Butcher,Liam Neeson,113
Unlawful Entry,R,Crime,6.3,Jonathan Kaplan,George Putnam,Kurt Russell,111
Unleashed,R,Action,7,Louis Leterrier,Luc Besson,Jet Li,103
Unplanned,R,Biography,5.8,Chuck Konzelman,Abby Johnson,Ashley Bratcher,109
Unsane,R,Drama,6.4,Steven Soderbergh,Jonathan Bernstein,Claire Foy,98
Unstoppable,PG-13,Action,6.8,Tony Scott,Mark Bomback,Denzel Washington,98
Untamed Heart,PG-13,Drama,6.8,Tony Bill,Tom Sierchio,Christian Slater,102
Until September,R,Drama,5.7,Richard Marquand,Janice Lee Graham,Karen Allen,95
Until the End of the World,R,Action,6.8,Wim Wenders,Peter Carey,William Hurt,158
Untold Scandal,Unrated,Drama,6.9,Je-yong Lee,Dae-woo Kim,Mi-sook Lee,124
Untraceable,R,Crime,6.2,Gregory Hoblit,Robert Fyvolent,Diane Lane,101
Up,PG,Animation,8.2,Pete Docter,Pete Docter,Edward Asner,96
Up Close & Personal,PG-13,Drama,6.2,Jon Avnet,Joan Didion,Robert Redford,124
Up in the Air,R,Comedy,7.4,Jason Reitman,Walter Kirn,George Clooney,109
Up the Creek,R,Comedy,5.6,Robert Butler,Jim Kouf,Tim Matheson,96
Upgrade,R,Action,7.5,Leigh Whannell,Leigh Whannell,Logan Marshall-Green,100
Upside Down,PG-13,Drama,6.4,Juan Solanas,Juan Solanas,Jim Sturgess,109
Upstream Color,Unrated,Drama,6.7,Shane Carruth,Shane Carruth,Amy Seimetz,96
Uptown Girls,PG-13,Comedy,6.2,Boaz Yakin,Julia Dahl,Brittany Murphy,92
Urban Cowboy,PG,Drama,6.4,James Bridges,Aaron Latham,John Travolta,132
Urban Legend,R,Horror,5.6,Jamie Blanks,Silvio Horta,Jared Leto,99
Urban Legends: Final Cut,R,Horror,4.3,John Ottman,Silvio Horta,Jennifer Morrison,97
Us,R,Horror,6.8,Jordan Peele,Jordan Peele,Lupita Nyong'o,116
V for Vendetta,R,Action,8.1,James McTeigue,Lilly Wachowski,Hugo Weaving,132
V.I. Warshawski,R,Action,5,Jeff Kanew,Sara Paretsky,Kathleen Turner,89
V/H/S,R,Horror,5.8,Directors,Brad Miska,Calvin Reeder,116
V/H/S/2,R,Horror,6,Directors,Simon Barrett,Lawrence Michael Levine,96
Vacancy,R,Horror,6.2,Nimród Antal,Mark L. Smith,Kate Beckinsale,85
Vacation,R,Adventure,6.1,John Francis Daley,Jonathan Goldstein,Ed Helms,99
Valentine,R,Horror,4.8,Jamie Blanks,Tom Savage,Denise Richards,96
Valentine's Day,PG-13,Comedy,5.7,Garry Marshall,Katherine Fugate,Julia Roberts,125
Valerian and the City of a Thousand Planets,PG-13,Action,6.5,Luc Besson,Pierre Christin,Dane DeHaan,136
Valhalla Rising,Unrated,Action,6.1,Nicolas Winding Refn,Nicolas Winding Refn,Mads Mikkelsen,93
Valiant,G,Animation,5.5,Gary Chapman,George Webster,Ewan McGregor,76
Valkyrie,PG-13,Drama,7.1,Bryan Singer,Christopher McQuarrie,Tom Cruise,121
Valley Girl,R,Comedy,6.4,Martha Coolidge,Andrew Lane,Nicolas Cage,99
Valmont,R,Drama,7,Milos Forman,Choderlos de Laclos,Colin Firth,137
Vamp,R,Comedy,5.9,Richard Wenk,Donald P. Borchers,Chris Makepeace,93
Vampire Academy,PG-13,Action,5.5,Mark Waters,Richelle Mead,Zoey Deutch,104
Vampire Hunter D: Bloodlust,R,Animation,7.7,Jack Fletcher,Hideyuki Kikuchi,Andrew Philpot,103
Vampire in Brooklyn,R,Comedy,4.6,Wes Craven,Eddie Murphy,Eddie Murphy,100
Vampires,R,Action,6.1,John Carpenter,John Steakley,James Woods,108
Vampire's Kiss,R,Comedy,6,Robert Bierman,Joseph Minion,Nicolas Cage,103
Vampires Suck,PG-13,Comedy,3.4,Jason Friedberg,Jason Friedberg,Jenn Proske,82
Vamps,PG-13,Comedy,5.2,Amy Heckerling,Amy Heckerling,Alicia Silverstone,92
Van Gogh,R,Biography,7.2,Maurice Pialat,Maurice Pialat,Jacques Dutronc,158
Van Helsing,PG-13,Action,6.1,Stephen Sommers,Stephen Sommers,Hugh Jackman,131
Van Wilder,R,Comedy,6.4,Walt Becker,Brent Goldberg,Ryan Reynolds,92
Vanilla Sky,R,Fantasy,6.9,Cameron Crowe,Alejandro Amenábar,Tom Cruise,136
Vanishing on 7th Street,R,Horror,4.9,Brad Anderson,Anthony Jaswinski,Hayden Christensen,92
Vanity Fair,PG-13,Drama,6.2,Mira Nair,Matthew Faulk,Reese Witherspoon,141
Vantage Point,PG-13,Action,6.6,Pete Travis,Barry L. Levy,Dennis Quaid,90
Varsity Blues,R,Comedy,6.5,Brian Robbins,W. Peter Iliff,James Van Der Beek,106
Veer-Zaara,Unrated,Drama,7.8,Yash Chopra,Aditya Chopra,Shah Rukh Khan,192
Vegas Vacation,PG,Comedy,6,Stephen Kessler,Elisa Bell,Chevy Chase,93
Velvet Goldmine,R,Drama,7,Todd Haynes,James Lyons,Ewan McGregor,118
Venom,R,Horror,5.8,Piers Haggard,Alan Scholefield,Klaus Kinski,92
Venom,R,Horror,4.6,Jim Gillespie,Flint Dille,Agnes Bruckner,87
Venom,PG-13,Action,6.7,Ruben Fleischer,Jeff Pinkner,Tom Hardy,112
Vera Drake,R,Crime,7.6,Mike Leigh,Mike Leigh,Imelda Staunton,125
Veronica Guerin,R,Biography,6.9,Joel Schumacher,Carol Doyle,Cate Blanchett,98
Veronica Mars,PG-13,Crime,6.8,Rob Thomas,Rob Thomas,Kristen Bell,107
Vertical Limit,PG-13,Action,5.9,Martin Campbell,Robert King,Scott Glenn,124
Very Bad Things,R,Comedy,6.3,Peter Berg,Peter Berg,Christian Slater,100
Vibes,PG,Adventure,5.7,Ken Kwapis,Deborah Blum,Cyndi Lauper,99
Vice,R,Biography,7.2,Adam McKay,Adam McKay,Christian Bale,132
Vice Squad,R,Action,6.5,Gary Sherman,Sandy Howard,Season Hubley,97
Vice Versa,PG,Comedy,5.9,Brian Gilbert,Dick Clement,Judge Reinhold,98
Vicky Cristina Barcelona,PG-13,Comedy,7.1,Woody Allen,Woody Allen,Rebecca Hall,96
Victor Frankenstein,PG-13,Drama,6,Paul McGuigan,Max Landis,Daniel Radcliffe,110
Victor Victoria,PG,Comedy,7.6,Blake Edwards,Blake Edwards,Julie Andrews,134
Victoria & Abdul,PG-13,Biography,6.8,Stephen Frears,Lee Hall,Judi Dench,111
Victory,PG,Drama,6.7,John Huston,Yabo Yablonsky,Michael Caine,116
Videodrome,R,Horror,7.2,David Cronenberg,David Cronenberg,James Woods,87
View from the Top,PG-13,Comedy,5.3,Bruno Barreto,Eric Wald,Gwyneth Paltrow,87
Village of the Damned,R,Horror,5.7,John Carpenter,John Wyndham,Christopher Reeve,98
Vincent & Theo,PG-13,Biography,6.9,Robert Altman,Julian Mitchell,Tim Roth,138
Violent Cop,Unrated,Action,7.2,Takeshi Kitano,Hisashi Nozawa,Takeshi Kitano,103
Violets Are Blue...,PG-13,Drama,5.9,Jack Fisk,Naomi Foner,Sissy Spacek,88
Virtuosity,R,Action,5.6,Brett Leonard,Eric Bernt,Denzel Washington,106
Virus,R,Action,5,John Bruno,Chuck Pfarrer,Jamie Lee Curtis,99
Vision Quest,R,Drama,6.6,Harold Becker,Terry Davis,Matthew Modine,107
Visiting Hours,R,Horror,5.7,Jean-Claude Lord,Brian Taggert,Michael Ironside,103
Vital Signs,R,Drama,5.4,Marisa Silver,Larry Ketron,Adrian Pasdar,103
Volcano,PG-13,Action,5.5,Mick Jackson,Jerome Armstrong,Tommy Lee Jones,104
Volunteers,R,Adventure,5.5,Nicholas Meyer,Keith Critchlow,Tom Hanks,107
Volver,R,Comedy,7.6,Pedro Almodóvar,Pedro Almodóvar,Penélope Cruz,121
Vox Lux,R,Drama,5.8,Brady Corbet,Brady Corbet,Natalie Portman,114
Voyager,PG-13,Drama,6.7,Volker Schlöndorff,Max Frisch,Sam Shepard,117
W.,PG-13,Biography,6.3,Oliver Stone,Stanley Weiser,Josh Brolin,129
W.E.,R,Drama,6.3,Madonna,Madonna,Abbie Cornish,119
Wag the Dog,R,Comedy,7.1,Barry Levinson,Larry Beinhart,Dustin Hoffman,97
Wagons East,PG-13,Adventure,4.8,Peter Markle,Matthew Carlson,John Candy,107
Waiting for Guffman,R,Comedy,7.5,Christopher Guest,Christopher Guest,Christopher Guest,84
Waiting to Exhale,R,Comedy,6,Forest Whitaker,Terry McMillan,Whitney Houston,124
Waiting...,R,Comedy,6.7,Rob McKittrick,Rob McKittrick,Ryan Reynolds,94
Waitress,PG-13,Comedy,7,Adrienne Shelly,Adrienne Shelly,Keri Russell,108
Waking Life,R,Animation,7.8,Richard Linklater,Richard Linklater,Ethan Hawke,99
Waking Ned Devine,PG,Comedy,7.4,Kirk Jones,Kirk Jones,Ian Bannen,91
Waking the Dead,R,Drama,6.5,Keith Gordon,Scott Spencer,Billy Crudup,105
Walk Hard: the Dewey Cox Story,R,Comedy,6.8,Jake Kasdan,Judd Apatow,John C. Reilly,96
Walk Like a Man,PG,Comedy,4.8,Melvin Frank,Robert Klane,Christopher Lloyd,86
Walk of Shame,R,Comedy,6,Steven Brill,Steven Brill,Elizabeth Banks,95
Walk the Line,PG-13,Biography,7.8,James Mangold,Johnny Cash,Joaquin Phoenix,136
Walker,R,Biography,6.6,Alex Cox,Rudy Wurlitzer,Ed Harris,94
Walking Tall,PG-13,Action,6.3,Kevin Bray,Mort Briskin,Dwayne Johnson,86
Wall Street,R,Crime,7.4,Oliver Stone,Stanley Weiser,Charlie Sheen,126
Wall Street: Money Never Sleeps,PG-13,Drama,6.2,Oliver Stone,Allan Loeb,Shia LaBeouf,133
WALL�E,G,Animation,8.4,Andrew Stanton,Andrew Stanton,Ben Burtt,98
Wallace & Gromit: The Curse of the Were-Rabbit,G,Animation,7.4,Steve Box,Steve Box,Peter Sallis,85
Waltz with Bashir,R,Animation,8,Ari Folman,Ari Folman,Ari Folman,90
Wanderlust,R,Comedy,5.6,David Wain,David Wain,Jennifer Aniston,98
Wanted,R,Action,6.7,Timur Bekmambetov,Michael Brandt,Angelina Jolie,110
Wanted: Dead or Alive,R,Action,6,Gary Sherman,Michael Patrick Goodman,Rutger Hauer,106
War,R,Action,6.2,Philip G. Atwell,Lee Anthony Smith,Jet Li,103
War Dogs,R,Biography,7.1,Todd Phillips,Stephen Chin,Jonah Hill,114
War for the Planet of the Apes,PG-13,Action,7.4,Matt Reeves,Mark Bomback,Andy Serkis,140
War Horse,PG-13,Action,7.2,Steven Spielberg,Lee Hall,Jeremy Irvine,146
War of the Buttons,PG,Adventure,7.4,John Roberts,Louis Pergaud,Gregg Fitzgerald,94
War of the Worlds,PG-13,Adventure,6.5,Steven Spielberg,Josh Friedman,Tom Cruise,116
War Room,PG,Drama,6.5,Alex Kendrick,Alex Kendrick,Priscilla C. Shirer,120
Warcraft,PG-13,Action,6.8,Duncan Jones,Charles Leavitt,Travis Fimmel,123
WarGames,PG,Action,7.1,John Badham,Lawrence Lasker,Matthew Broderick,114
Warlock,R,Action,6.2,Steve Miner,David Twohy,Julian Sands,103
Warlock: The Armageddon,R,Action,5.4,Anthony Hickox,Kevin Rock,Julian Sands,98
Warm Bodies,PG-13,Comedy,6.8,Jonathan Levine,Isaac Marion,Nicholas Hoult,98
Warning Sign,R,Drama,6.1,Hal Barwood,Hal Barwood,Sam Waterston,99
Warrior,PG-13,Action,8.1,Gavin O'Connor,Gavin O'Connor,Tom Hardy,140
Warriors of Virtue,PG,Action,4.7,Ronny Yu,Michael Vickerman,Angus Macfadyen,101
Wasabi,R,Action,6.7,Gérard Krawczyk,Luc Besson,Jean Reno,94
Watchers,R,Action,5.4,Jon Hess,Dean R. Koontz,Corey Haim,91
Watchmen,R,Action,7.6,Zack Snyder,David Hayter,Jackie Earle Haley,162
Water,PG-13,Adventure,6.1,Dick Clement,Dick Clement,Michael Caine,115
Water Drops on Burning Rocks,Unrated,Comedy,6.8,François Ozon,Rainer Werner Fassbinder,Bernard Giraudeau,82
Water for Elephants,PG-13,Drama,6.9,Francis Lawrence,Richard LaGravenese,Robert Pattinson,120
Water Lilies,Unrated,Drama,6.7,Céline Sciamma,Céline Sciamma,Pauline Acquart,85
Waterland,R,Drama,6.6,Stephen Gyllenhaal,Graham Swift,Jeremy Irons,95
Waterworld,PG-13,Action,6.2,Kevin Reynolds,Peter Rader,Kevin Costner,135
Waxwork,R,Comedy,6.2,Anthony Hickox,Anthony Hickox,Zach Galligan,95
Wayne's World,PG-13,Comedy,7,Penelope Spheeris,Mike Myers,Mike Myers,94
Wayne's World 2,PG-13,Comedy,6.2,Stephen Surjik,Mike Myers,Mike Myers,95
We Are Marshall,PG,Drama,7.1,McG,Jamie Linden,Matthew McConaughey,131
We Are Your Friends,R,Drama,6.2,Max Joseph,Max Joseph,Zac Efron,96
We Bought a Zoo,PG,Comedy,7.1,Cameron Crowe,Aline Brosh McKenna,Matt Damon,124
We Have Always Lived in the Castle,Unrated,Drama,5.6,Stacie Passon,Mark Kruger,Taissa Farmiga,90
We Need to Talk About Kevin,R,Drama,7.5,Lynne Ramsay,Lynne Ramsay,Tilda Swinton,112
We Own the Night,R,Action,6.8,James Gray,James Gray,Joaquin Phoenix,117
We Were Soldiers,R,Action,7.2,Randall Wallace,Harold G. Moore,Mel Gibson,138
Weathering with You,PG-13,Animation,7.5,Makoto Shinkai,Makoto Shinkai,Kotaro Daigo,112
Wedding Crashers,R,Comedy,6.9,David Dobkin,Steve Faber,Owen Wilson,119
Weekend,Unrated,Drama,7.6,Andrew Haigh,Andrew Haigh,Tom Cullen,97
Weekend at Bernie's,PG-13,Adventure,6.4,Ted Kotcheff,Robert Klane,Andrew McCarthy,97
Weekend at Bernie's II,PG,Adventure,4.8,Robert Klane,Robert Klane,Andrew McCarthy,97
Weekend Pass,R,Comedy,3.8,Lawrence Bassoff,Lawrence Bassoff,Patrick Houser,88
Weird Science,PG-13,Comedy,6.6,John Hughes,John Hughes,Anthony Michael Hall,94
"Welcome Home, Roscoe Jenkins",PG-13,Comedy,5.5,Malcolm D. Lee,Malcolm D. Lee,Martin Lawrence,114
"Welcome Home, Roxy Carmichael",PG-13,Comedy,5.9,Jim Abrahams,Karen Leigh Hopkins,Winona Ryder,95
Welcome to Marwen,PG-13,Biography,6.2,Robert Zemeckis,Robert Zemeckis,Steve Carell,116
Welcome to Mooseport,PG-13,Comedy,5.2,Donald Petrie,Doug Richardson,Gene Hackman,110
Welcome to Sarajevo,R,Drama,6.8,Michael Winterbottom,Michael Nicholson,Stephen Dillane,103
Welcome to the Dollhouse,R,Comedy,7.4,Todd Solondz,Todd Solondz,Heather Matarazzo,88
Wendy and Lucy,R,Drama,7.1,Kelly Reichardt,Jonathan Raymond,Michelle Williams,80
Werckmeister Harmonies,Unrated,Drama,8.2,Béla Tarr,László Krasznahorkai,Lars Rudolph,145
We're Back! A Dinosaur's Story,G,Animation,6.1,Directors,John Patrick Shanley,John Goodman,72
We're No Angels,PG-13,Comedy,6.1,Neil Jordan,David Mamet,Robert De Niro,106
We're the Millers,R,Comedy,7,Rawson Marshall Thurber,Bob Fisher,Jason Sudeikis,110
Wet Hot American Summer,R,Comedy,6.6,David Wain,Michael Showalter,Janeane Garofalo,97
Wetherby,R,Drama,6.8,David Hare,David Hare,Vanessa Redgrave,102
Whale Rider,PG-13,Drama,7.5,Niki Caro,Niki Caro,Keisha Castle-Hughes,101
What a Girl Wants,PG,Comedy,5.8,Dennie Gordon,William Douglas-Home,Amanda Bynes,105
What About Bob?,PG,Comedy,7,Frank Oz,Alvin Sargent,Bill Murray,99
What Dreams May Come,PG-13,Drama,7,Vincent Ward,Richard Matheson,Robin Williams,113
What Happens in Vegas,PG-13,Comedy,6.1,Tom Vaughan,Dana Fox,Cameron Diaz,99
What If,PG-13,Comedy,6.8,Michael Dowse,Elan Mastai,Daniel Radcliffe,98
What If...,PG,Drama,6.4,Dallas Jenkins,Chuck Konzelman,Kevin Sorbo,111
What Just Happened,R,Comedy,5.6,Barry Levinson,Art Linson,Robert De Niro,104
What Lies Beneath,PG-13,Drama,6.6,Robert Zemeckis,Clark Gregg,Harrison Ford,130
What Maisie Knew,R,Drama,7.4,Scott McGehee,Nancy Doyne,Julianne Moore,99
What Men Want,R,Comedy,5.3,Adam Shankman,Tina Gordon,Taraji P. Henson,117
What Planet Are You From?,R,Comedy,5.6,Mike Nichols,Garry Shandling,Garry Shandling,105
What to Expect When You're Expecting,PG-13,Comedy,5.7,Kirk Jones,Shauna Cross,Cameron Diaz,110
What We Do in the Shadows,R,Comedy,7.7,Jemaine Clement,Jemaine Clement,Jemaine Clement,86
What Women Want,PG-13,Comedy,6.4,Nancy Meyers,Josh Goldsmith,Mel Gibson,127
Whatever It Takes,PG-13,Comedy,5.5,David Raynr,Mark Schwahn,Shane West,94
Whatever Works,PG-13,Comedy,7.1,Woody Allen,Woody Allen,Evan Rachel Wood,93
What's Eating Gilbert Grape,PG-13,Drama,7.7,Lasse Hallström,Peter Hedges,Johnny Depp,118
What's Love Got to Do with It,R,Biography,7.3,Brian Gibson,Tina Turner,Angela Bassett,118
What's the Worst That Could Happen?,PG-13,Comedy,5.5,Sam Weisman,Donald E. Westlake,Martin Lawrence,94
What's Your Number?,R,Comedy,6.1,Mark Mylod,Karyn Bosnak,Anna Faris,106
When a Man Loves a Woman,R,Drama,6.6,Luis Mandoki,Ronald Bass,Meg Ryan,126
When a Stranger Calls,PG-13,Horror,5.1,Simon West,Jake Wade Wall,Camilla Belle,87
When Harry Met Sally...,R,Comedy,7.6,Rob Reiner,Nora Ephron,Billy Crystal,95
When in Rome,PG-13,Comedy,5.6,Mark Steven Johnson,David Diamond,Kristen Bell,91
When Marnie Was There,PG,Animation,7.7,James Simone,Joan G. Robinson,Sara Takatsuki,103
When Night Is Falling,Unrated,Drama,6.5,Patricia Rozema,Patricia Rozema,Pascale Bussières,94
When the Wind Blows,Unrated,Animation,7.7,Jimmy T. Murakami,Raymond Briggs,Peggy Ashcroft,84
When Time Ran Out...,PG,Action,4.6,James Goldstone,Gordon Thomas,Paul Newman,121
Where Angels Fear to Tread,PG,Drama,6.4,Charles Sturridge,E.M. Forster,Helena Bonham Carter,116
Where the Boys Are,R,Comedy,4.1,Hy Averback,Stu Krieger,Lisa Hartman,94
Where the Buffalo Roam,R,Biography,6.6,Art Linson,Hunter S. Thompson,Peter Boyle,99
Where the Day Takes You,R,Crime,6.6,Marc Rocco,Michael Hitchcock,Dermot Mulroney,105
Where the Heart Is,R,Comedy,6,John Boorman,Telsche Boorman,Dabney Coleman,107
Where the Heart Is,PG-13,Comedy,6.7,Matt Williams,Lowell Ganz,Natalie Portman,120
Where the Rivers Flow North,PG-13,Drama,6.7,Jay Craven,Howard Frank Mosher,Rip Torn,106
Where the Truth Lies,Unrated,Crime,6.5,Atom Egoyan,Atom Egoyan,Kevin Bacon,107
Where the Wild Things Are,PG,Adventure,6.7,Spike Jonze,Spike Jonze,Max Records,101
"Where'd You Go, Bernadette",PG-13,Comedy,6.5,Richard Linklater,Richard Linklater,Cate Blanchett,109
While We're Young,R,Comedy,6.3,Noah Baumbach,Noah Baumbach,Ben Stiller,97
While You Were Sleeping,PG,Comedy,6.7,Jon Turteltaub,Daniel G. Sullivan,Sandra Bullock,103
Whip It,PG-13,Drama,6.9,Drew Barrymore,Shauna Cross,Elliot Page,111
Whiplash,R,Drama,8.5,Damien Chazelle,Damien Chazelle,Miles Teller,106
Whiskey Tango Foxtrot,R,Biography,6.6,Glenn Ficarra,Robert Carlock,Tina Fey,112
Whispers in the Dark,R,Drama,5.6,Christopher Crowe,Christopher Crowe,Annabella Sciorra,103
White Bird in a Blizzard,R,Drama,6.4,Gregg Araki,Gregg Araki,Shailene Woodley,91
White Boy Rick,R,Crime,6.5,Yann Demange,Andy Weiss,Matthew McConaughey,111
